cluster_id,major_gene,minor_gene,major_tpm,minor_tpm,ratio
RINGv_Aty-Chr3_3,AT3G05870,AT3G05960,5196.809802222294,0.0,inf
Glyco_tran_28_C_Aty-Chr4_0_UDPGT_Aty-Chr4_0,AT4G34131,AT4G34138,763.8126700525272,3.994235170825681,191.228767808039
FBA_3_Aty-Chr1_10_SnAC_Aty-Chr1_3_p450_Aty-Chr1_3,AT1G74550,AT1G74540,761.5224801662433,61.33524206029,12.415741009348237
Bromo_TP_Aty-Chr5_3_CBFD_NFYB_HMF_Aty-Chr5_3_CENP-S_Aty-Chr5_3_CENP-T_C_Aty-Chr5_3_Histone_Aty-Chr5_3_Histone_H2A_C_Aty-Chr5_3_PAF_Aty-Chr5_3_TFIID-18kDa_Aty-Chr5_3_TFIID-31kDa_Aty-Chr5_3_TFIID_20kDa_Aty-Chr5_3,AT5G47640,AT5G47670,727.1551693588877,33.862893049467445,21.47350990645271
BPS1_Aty-Chr3_1_DUF677_Aty-Chr3_1_GCIP_Aty-Chr3_0_ROH1-like_Aty-Chr3_1,AT3G51400,AT3G51410,424.74280384687336,9.964470459027247,42.62572763834935
Aminotran_4_Aty-Chr1_1_Sulfotransfer_5_Aty-Chr1_1,AT1G10070,AT1G10060,424.4989220570587,1.644914722260481,258.0674343249249
DUF5056_Aty-Chr1_0_Dehydrin_Aty-Chr1_0_HSP9_HSP12_Aty-Chr1_0,AT1G20440,AT1G20450,366.8729044621491,273.0125031107821,1.3437952485028886
PHD_Aty-Chr3_0,AT3G11110,AT3G11200,363.5876230815661,2.4429096407960067,148.83384019193332
ATP13_Aty-Chr4_11_ECSIT_Aty-Chr4_11_Mtf2_Aty-Chr4_11_PPR_1_Aty-Chr4_12_PPR_2_Aty-Chr4_12_PPR_3_Aty-Chr4_12_PPR_Aty-Chr4_12_PPR_long_Aty-Chr4_12_Phage_ABA_S_Aty-Chr4_11_TPR_14_Aty-Chr4_16_TPR_16_Aty-Chr4_15_TPR_19_Aty-Chr4_16_TPR_2_Aty-Chr4_15_TPR_7_Aty-Chr4_13,AT4G35850,AT4G35780,305.24309134154095,0.0,inf
F420_oxidored_Aty-Chr4_5_NAD_binding_2_Aty-Chr4_3,AT4G09750,AT4G09670,243.1018270685473,0.0,inf
Kinase-like_Aty-Chr5_47_PK_Tyr_Ser-Thr_Aty-Chr5_48_PP2C_2_Aty-Chr5_42_PP2C_Aty-Chr5_42_Pkinase_Aty-Chr5_50,AT5G02760,AT5G02800,192.03150536179223,0.0,inf
AAA_16_Aty-Chr5_18_AAA_22_Aty-Chr5_20_Zeta_toxin_Aty-Chr5_6,AT5G03910,AT5G03940,177.8201302803606,0.0,inf
EF-hand_1_Aty-Chr1_36_EF-hand_4_Aty-Chr1_31_EF-hand_6_Aty-Chr1_36_EF-hand_7_Aty-Chr1_34,AT1G62750,AT1G62820,171.1984178854597,0.0,inf
Glyco_tran_28_C_Aty-Chr1_1_UDPGT_Aty-Chr1_1,AT1G05560,AT1G05530,167.8288441024496,0.0,inf
DAO_Aty-Chr3_1_FAD_binding_2_Aty-Chr3_1_FAD_binding_3_Aty-Chr3_0_FAD_oxidored_Aty-Chr3_0_GIDA_Aty-Chr3_0_Glutaredoxin_Aty-Chr3_3_HI0933_like_Aty-Chr3_1_Lycopene_cycl_Aty-Chr3_0_NAD_binding_8_Aty-Chr3_1_NAD_binding_9_Aty-Chr3_0_Pyr_redox_2_Aty-Chr3_1_Pyr_redox_3_Aty-Chr3_0_Pyr_redox_Aty-Chr3_1_Thi4_Aty-Chr3_0_Thioredoxin_2_Aty-Chr3_5_Thioredoxin_Aty-Chr3_4_Trp_halogenase_Aty-Chr3_0,AT3G24200,AT3G24170,165.09311559007946,1.7011492022660064,97.04799283341407
BPS1_Aty-Chr3_2_Baculo_PEP_C_Aty-Chr3_1_DUF2207_Aty-Chr3_1_DUF677_Aty-Chr3_2_ROH1-like_Aty-Chr3_2,AT3G19330,AT3G19250,152.84887896285838,0.0,inf
Tetraspanin_Aty-Chr1_3,AT1G05220,AT1G05210,143.2553345359818,0.0,inf
MFS_1_Aty-Chr1_9,AT1G18880,AT1G18940,127.20607013860963,0.0,inf
